"","congress","start_date","chamber","state_abbrev","party_code","bioname","bioguide_id","birthday","cmltv_cong","cmltv_chamber","age_days","age_years","generation","lastname","stars"
"25810",116,"2019-01-03","Senate","AZ",100,"SINEMA, Kyrsten","S001191","1976-07-12",4,1,15515,42.4777549623546,"Gen X","SINEMA",""
"25811",117,"2021-01-03","Senate","AZ",100,"SINEMA, Kyrsten","S001191","1976-07-12",5,2,16246,44.4791238877481,"Gen X","SINEMA",""
"25812",118,"2023-01-03","Senate","AZ",328,"SINEMA, Kyrsten","S001191","1976-07-12",6,3,16976,46.4777549623546,"Gen X","SINEMA",""
"25825",112,"2011-01-03","Senate","HI",100,"SCHATZ, Brian Emanuel","S001194","1972-10-20",1,1,13954,38.2039698836413,"Gen X","SCHATZ",""
"25826",113,"2013-01-03","Senate","HI",100,"SCHATZ, Brian Emanuel","S001194","1972-10-20",2,2,14685,40.2053388090349,"Gen X","SCHATZ",""
"25827",114,"2015-01-03","Senate","HI",100,"SCHATZ, Brian Emanuel","S001194","1972-10-20",3,3,15415,42.2039698836413,"Gen X","SCHATZ",""
"25828",115,"2017-01-03","Senate","HI",100,"SCHATZ, Brian Emanuel","S001194","1972-10-20",4,4,16146,44.2053388090349,"Gen X","SCHATZ",""
"25829",116,"2019-01-03","Senate","HI",100,"SCHATZ, Brian Emanuel","S001194","1972-10-20",5,5,16876,46.2039698836413,"Gen X","SCHATZ",""
"25830",117,"2021-01-03","Senate","HI",100,"SCHATZ, Brian Emanuel","S001194","1972-10-20",6,6,17607,48.2053388090349,"Gen X","SCHATZ",""
"25831",118,"2023-01-03","Senate","HI",100,"SCHATZ, Brian Emanuel","S001194","1972-10-20",7,7,18337,50.2039698836413,"Gen X","SCHATZ",""
"25843",114,"2015-01-03","Senate","NE",200,"SASSE, Benjamin Eric","S001197","1972-02-22",1,1,15656,42.8637919233402,"Gen X","SASSE",""
"25844",115,"2017-01-03","Senate","NE",200,"SASSE, Benjamin Eric","S001197","1972-02-22",2,2,16387,44.8651608487337,"Gen X","SASSE",""
"25845",116,"2019-01-03","Senate","NE",200,"SASSE, Benjamin Eric","S001197","1972-02-22",3,3,17117,46.8637919233402,"Gen X","SASSE",""
"25846",117,"2021-01-03","Senate","NE",200,"SASSE, Benjamin Eric","S001197","1972-02-22",4,4,17848,48.8651608487337,"Gen X","SASSE",""
"25847",118,"2023-01-03","Senate","NE",200,"SASSE, Benjamin Eric","S001197","1972-02-22",5,5,18578,50.8637919233402,"Gen X","SASSE",""
"25848",114,"2015-01-03","Senate","AK",200,"SULLIVAN, Daniel Scott","S001198","1964-11-13",1,1,18313,50.1382614647502,"Boomers","SULLIVAN",""
"25849",115,"2017-01-03","Senate","AK",200,"SULLIVAN, Daniel Scott","S001198","1964-11-13",2,2,19044,52.1396303901437,"Boomers","SULLIVAN",""
"25850",116,"2019-01-03","Senate","AK",200,"SULLIVAN, Daniel Scott","S001198","1964-11-13",3,3,19774,54.1382614647502,"Boomers","SULLIVAN",""
"25851",117,"2021-01-03","Senate","AK",200,"SULLIVAN, Daniel Scott","S001198","1964-11-13",4,4,20505,56.1396303901437,"Boomers","SULLIVAN",""
"25852",118,"2023-01-03","Senate","AK",200,"SULLIVAN, Daniel Scott","S001198","1964-11-13",5,5,21235,58.1382614647502,"Boomers","SULLIVAN",""
"25864",115,"2017-01-03","Senate","AL",200,"STRANGE, Luther  Johnson, III","S001202","1953-03-01",1,1,23319,63.8439425051335,"Boomers","STRANGE",""
"25865",115,"2017-01-03","Senate","MN",100,"SMITH, Tina","S001203","1958-03-04",1,1,21490,58.8364134154689,"Boomers","SMITH",""
"25866",116,"2019-01-03","Senate","MN",100,"SMITH, Tina","S001203","1958-03-04",2,2,22220,60.8350444900753,"Boomers","SMITH",""
"25867",117,"2021-01-03","Senate","MN",100,"SMITH, Tina","S001203","1958-03-04",3,3,22951,62.8364134154689,"Boomers","SMITH",""
"25868",118,"2023-01-03","Senate","MN",100,"SMITH, Tina","S001203","1958-03-04",4,4,23681,64.8350444900753,"Boomers","SMITH",""
"25902",116,"2019-01-03","Senate","FL",200,"SCOTT, Richard Lynn (Rick)","S001217","1952-12-01",1,1,24139,66.0889801505818,"Boomers","SCOTT",""
"25903",117,"2021-01-03","Senate","FL",200,"SCOTT, Richard Lynn (Rick)","S001217","1952-12-01",2,2,24870,68.0903490759754,"Boomers","SCOTT",""
"25904",118,"2023-01-03","Senate","FL",200,"SCOTT, Richard Lynn (Rick)","S001217","1952-12-01",3,3,25600,70.0889801505818,"Boomers","SCOTT",""
"25915",118,"2023-01-03","Senate","MO",200,"SCHMITT, Eric Stephen","S001227","1975-06-20",1,1,17364,47.5400410677618,"Gen X","SCHMITT",""
"25938",79,"1945-01-03","Senate","OH",200,"TAFT, Kingsley Arter","T000008","1903-07-19",1,1,15144,41.4620123203285,"Greatest","TAFT",""
"25939",76,"1939-01-03","Senate","OH",200,"TAFT, Robert Alphonso","T000009","1889-09-08",1,1,18013,49.3169062286105,"Lost","TAFT",""
"25940",77,"1941-01-03","Senate","OH",200,"TAFT, Robert Alphonso","T000009","1889-09-08",2,2,18744,51.3182751540041,"Lost","TAFT",""
"25941",78,"1943-01-03","Senate","OH",200,"TAFT, Robert Alphonso","T000009","1889-09-08",3,3,19474,53.3169062286105,"Lost","TAFT",""
"25942",79,"1945-01-03","Senate","OH",200,"TAFT, Robert Alphonso","T000009","1889-09-08",4,4,20205,55.3182751540041,"Lost","TAFT",""
"25943",80,"1947-01-03","Senate","OH",200,"TAFT, Robert Alphonso","T000009","1889-09-08",5,5,20935,57.3169062286105,"Lost","TAFT",""
"25944",81,"1949-01-03","Senate","OH",200,"TAFT, Robert Alphonso","T000009","1889-09-08",6,6,21666,59.3182751540041,"Lost","TAFT",""
"25945",82,"1951-01-03","Senate","OH",200,"TAFT, Robert Alphonso","T000009","1889-09-08",7,7,22396,61.3169062286105,"Lost","TAFT",""
"25946",83,"1953-01-03","Senate","OH",200,"TAFT, Robert Alphonso","T000009","1889-09-08",8,8,23127,63.3182751540041,"Lost","TAFT",""
"25950",92,"1971-01-03","Senate","OH",200,"TAFT, Robert, Jr.","T000010","1917-02-26",4,1,19669,53.8507871321013,"Greatest","TAFT",""
"25951",93,"1973-01-03","Senate","OH",200,"TAFT, Robert, Jr.","T000010","1917-02-26",5,2,20400,55.8521560574949,"Greatest","TAFT",""
"25952",94,"1975-01-03","Senate","OH",200,"TAFT, Robert, Jr.","T000010","1917-02-26",6,3,21130,57.8507871321013,"Greatest","TAFT",""
"25970",107,"2001-01-03","Senate","MO",200,"TALENT, James Matthes","T000024","1956-10-18",5,1,16148,44.2108145106092,"Boomers","TALENT",""
"25971",108,"2003-01-03","Senate","MO",200,"TALENT, James Matthes","T000024","1956-10-18",6,2,16878,46.2094455852156,"Boomers","TALENT",""
"25972",109,"2005-01-03","Senate","MO",200,"TALENT, James Matthes","T000024","1956-10-18",7,3,17609,48.2108145106092,"Boomers","TALENT",""
"25988",85,"1957-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",1,1,15853,43.4031485284052,"Greatest","TALMADGE",""
"25989",86,"1959-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",2,2,16583,45.4017796030116,"Greatest","TALMADGE",""
"25990",87,"1961-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",3,3,17314,47.4031485284052,"Greatest","TALMADGE",""
"25991",88,"1963-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",4,4,18044,49.4017796030116,"Greatest","TALMADGE",""
"25992",89,"1965-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",5,5,18775,51.4031485284052,"Greatest","TALMADGE",""
"25993",90,"1967-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",6,6,19505,53.4017796030116,"Greatest","TALMADGE",""
"25994",91,"1969-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",7,7,20236,55.4031485284052,"Greatest","TALMADGE",""
"25995",92,"1971-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",8,8,20966,57.4017796030116,"Greatest","TALMADGE",""
"25996",93,"1973-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",9,9,21697,59.4031485284052,"Greatest","TALMADGE",""
"25997",94,"1975-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",10,10,22427,61.4017796030116,"Greatest","TALMADGE",""
"25998",95,"1977-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",11,11,23158,63.4031485284052,"Greatest","TALMADGE",""
"25999",96,"1979-01-03","Senate","GA",100,"TALMADGE, Herman Eugene","T000035","1913-08-09",12,12,23888,65.4017796030116,"Greatest","TALMADGE",""
"26099",79,"1945-01-03","Senate","ID",100,"TAYLOR, Glen Hearst","T000079","1904-04-12",1,1,14876,40.7282683093771,"Greatest","TAYLOR",""
"26100",80,"1947-01-03","Senate","ID",100,"TAYLOR, Glen Hearst","T000079","1904-04-12",2,2,15606,42.7268993839836,"Greatest","TAYLOR",""
"26101",81,"1949-01-03","Senate","ID",100,"TAYLOR, Glen Hearst","T000079","1904-04-12",3,3,16337,44.7282683093771,"Greatest","TAYLOR",""
"26212",66,"1919-03-04","Senate","CO",100,"THOMAS, Charles Spalding","T000160","1849-12-06",5,5,25289,69.2375085557837,"Progressive","THOMAS",""
"26216",104,"1995-01-03","Senate","WY",200,"THOMAS, Craig Lyle","T000162","1933-02-17",4,1,22600,61.8754277891855,"Silent","THOMAS",""
"26217",105,"1997-01-03","Senate","WY",200,"THOMAS, Craig Lyle","T000162","1933-02-17",5,2,23331,63.8767967145791,"Silent","THOMAS",""
"26218",106,"1999-01-03","Senate","WY",200,"THOMAS, Craig Lyle","T000162","1933-02-17",6,3,24061,65.8754277891855,"Silent","THOMAS",""
"26219",107,"2001-01-03","Senate","WY",200,"THOMAS, Craig Lyle","T000162","1933-02-17",7,4,24792,67.8767967145791,"Silent","THOMAS",""
"26220",108,"2003-01-03","Senate","WY",200,"THOMAS, Craig Lyle","T000162","1933-02-17",8,5,25522,69.8754277891855,"Silent","THOMAS",""
"26221",109,"2005-01-03","Senate","WY",200,"THOMAS, Craig Lyle","T000162","1933-02-17",9,6,26253,71.8767967145791,"Silent","THOMAS",""
"26222",110,"2007-01-03","Senate","WY",200,"THOMAS, Craig Lyle","T000162","1933-02-17",10,7,26983,73.8754277891855,"Silent","THOMAS",""
"26223",73,"1933-03-04","Senate","UT",100,"THOMAS, Elbert Duncan","T000164","1883-06-17",1,1,18157,49.7111567419576,"Lost","THOMAS",""
"26224",74,"1935-01-03","Senate","UT",100,"THOMAS, Elbert Duncan","T000164","1883-06-17",2,2,18827,51.5455167693361,"Lost","THOMAS",""
"26225",75,"1937-01-03","Senate","UT",100,"THOMAS, Elbert Duncan","T000164","1883-06-17",3,3,19558,53.5468856947296,"Lost","THOMAS",""
"26226",76,"1939-01-03","Senate","UT",100,"THOMAS, Elbert Duncan","T000164","1883-06-17",4,4,20288,55.5455167693361,"Lost","THOMAS",""
"26227",77,"1941-01-03","Senate","UT",100,"THOMAS, Elbert Duncan","T000164","1883-06-17",5,5,21019,57.5468856947296,"Lost","THOMAS",""
"26228",78,"1943-01-03","Senate","UT",100,"THOMAS, Elbert Duncan","T000164","1883-06-17",6,6,21749,59.5455167693361,"Lost","THOMAS",""
"26229",79,"1945-01-03","Senate","UT",100,"THOMAS, Elbert Duncan","T000164","1883-06-17",7,7,22480,61.5468856947296,"Lost","THOMAS",""
"26230",80,"1947-01-03","Senate","UT",100,"THOMAS, Elbert Duncan","T000164","1883-06-17",8,8,23210,63.5455167693361,"Lost","THOMAS",""
"26231",81,"1949-01-03","Senate","UT",100,"THOMAS, Elbert Duncan","T000164","1883-06-17",9,9,23941,65.5468856947296,"Lost","THOMAS",""
"26235",70,"1927-03-04","Senate","ID",200,"THOMAS, John","T000172","1874-01-04",1,1,19416,53.1581108829569,"Missionary","THOMAS",""
"26236",71,"1929-03-04","Senate","ID",200,"THOMAS, John","T000172","1874-01-04",2,2,20147,55.1594798083504,"Missionary","THOMAS",""
"26237",72,"1931-03-04","Senate","ID",200,"THOMAS, John","T000172","1874-01-04",3,3,20877,57.1581108829569,"Missionary","THOMAS",""
"26238",76,"1939-01-03","Senate","ID",200,"THOMAS, John","T000172","1874-01-04",4,4,23739,64.993839835729,"Missionary","THOMAS",""
"26239",77,"1941-01-03","Senate","ID",200,"THOMAS, John","T000172","1874-01-04",5,5,24470,66.9952087611225,"Missionary","THOMAS",""
"26240",78,"1943-01-03","Senate","ID",200,"THOMAS, John","T000172","1874-01-04",6,6,25200,68.993839835729,"Missionary","THOMAS",""
"26241",79,"1945-01-03","Senate","ID",200,"THOMAS, John","T000172","1874-01-04",7,7,25931,70.9952087611225,"Missionary","THOMAS",""
"26251",70,"1927-03-04","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",3,1,18438,50.4804928131417,"Missionary","THOMAS",""
"26252",71,"1929-03-04","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",4,2,19169,52.4818617385353,"Missionary","THOMAS",""
"26253",72,"1931-03-04","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",5,3,19899,54.4804928131417,"Missionary","THOMAS",""
"26254",73,"1933-03-04","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",6,4,20630,56.4818617385353,"Missionary","THOMAS",""
"26255",74,"1935-01-03","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",7,5,21300,58.3162217659138,"Missionary","THOMAS",""
"26256",75,"1937-01-03","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",8,6,22031,60.3175906913073,"Missionary","THOMAS",""
"26257",76,"1939-01-03","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",9,7,22761,62.3162217659138,"Missionary","THOMAS",""
"26258",77,"1941-01-03","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",10,8,23492,64.3175906913073,"Missionary","THOMAS",""
"26259",78,"1943-01-03","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",11,9,24222,66.3162217659138,"Missionary","THOMAS",""
"26260",79,"1945-01-03","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",12,10,24953,68.3175906913073,"Missionary","THOMAS",""
"26261",80,"1947-01-03","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",13,11,25683,70.3162217659138,"Missionary","THOMAS",""
"26262",81,"1949-01-03","Senate","OK",100,"THOMAS, John William Elmer","T000177","1876-09-08",14,12,26414,72.3175906913073,"Missionary","THOMAS",""
"26361",73,"1933-03-04","Senate","NE",100,"THOMPSON, William Henry","T000225","1853-12-14",1,1,28934,79.2169746748802,"Progressive","THOMPSON",""
"26408",109,"2005-01-03","Senate","SD",200,"THUNE, John","T000250","1961-01-07",4,1,16067,43.9890485968515,"Boomers","THUNE",""
"26409",110,"2007-01-03","Senate","SD",200,"THUNE, John","T000250","1961-01-07",5,2,16797,45.9876796714579,"Boomers","THUNE",""
"26410",111,"2009-01-03","Senate","SD",200,"THUNE, John","T000250","1961-01-07",6,3,17528,47.9890485968515,"Boomers","THUNE",""
"26411",112,"2011-01-03","Senate","SD",200,"THUNE, John","T000250","1961-01-07",7,4,18258,49.9876796714579,"Boomers","THUNE",""
"26412",113,"2013-01-03","Senate","SD",200,"THUNE, John","T000250","1961-01-07",8,5,18989,51.9890485968515,"Boomers","THUNE",""
"26413",114,"2015-01-03","Senate","SD",200,"THUNE, John","T000250","1961-01-07",9,6,19719,53.9876796714579,"Boomers","THUNE",""
"26414",115,"2017-01-03","Senate","SD",200,"THUNE, John","T000250","1961-01-07",10,7,20450,55.9890485968515,"Boomers","THUNE",""
"26415",116,"2019-01-03","Senate","SD",200,"THUNE, John","T000250","1961-01-07",11,8,21180,57.9876796714579,"Boomers","THUNE",""
"26416",117,"2021-01-03","Senate","SD",200,"THUNE, John","T000250","1961-01-07",12,9,21911,59.9890485968515,"Boomers","THUNE",""
"26417",118,"2023-01-03","Senate","SD",200,"THUNE, John","T000250","1961-01-07",13,10,22641,61.9876796714579,"Boomers","THUNE",""
"26423",83,"1953-01-03","Senate","SC",100,"THURMOND, James Strom","T000254","1902-12-05",1,1,18292,50.0807665982204,"Greatest","THURMOND","THURMOND"
"26424",84,"1955-01-03","Senate","SC",100,"THURMOND, James Strom","T000254","1902-12-05",2,2,19022,52.0793976728268,"Greatest","THURMOND","THURMOND"
"26425",85,"1957-01-03","Senate","SC",100,"THURMOND, James Strom","T000254","1902-12-05",3,3,19753,54.0807665982204,"Greatest","THURMOND","THURMOND"
"26426",86,"1959-01-03","Senate","SC",100,"THURMOND, James Strom","T000254","1902-12-05",4,4,20483,56.0793976728268,"Greatest","THURMOND","THURMOND"
"26427",87,"1961-01-03","Senate","SC",100,"THURMOND, James Strom","T000254","1902-12-05",5,5,21214,58.0807665982204,"Greatest","THURMOND","THURMOND"
"26428",88,"1963-01-03","Senate","SC",100,"THURMOND, James Strom","T000254","1902-12-05",6,6,21944,60.0793976728268,"Greatest","THURMOND","THURMOND"
"26429",89,"1965-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",7,7,22675,62.0807665982204,"Greatest","THURMOND","THURMOND"
"26430",90,"1967-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",8,8,23405,64.0793976728268,"Greatest","THURMOND","THURMOND"
"26431",91,"1969-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",9,9,24136,66.0807665982204,"Greatest","THURMOND","THURMOND"
"26432",92,"1971-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",10,10,24866,68.0793976728268,"Greatest","THURMOND","THURMOND"
"26433",93,"1973-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",11,11,25597,70.0807665982204,"Greatest","THURMOND","THURMOND"
"26434",94,"1975-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",12,12,26327,72.0793976728268,"Greatest","THURMOND","THURMOND"
"26435",95,"1977-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",13,13,27058,74.0807665982204,"Greatest","THURMOND","THURMOND"
"26436",96,"1979-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",14,14,27788,76.0793976728268,"Greatest","THURMOND","THURMOND"
"26437",97,"1981-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",15,15,28519,78.0807665982204,"Greatest","THURMOND","THURMOND"
"26438",98,"1983-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",16,16,29249,80.0793976728268,"Greatest","THURMOND","THURMOND"
"26439",99,"1985-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",17,17,29980,82.0807665982204,"Greatest","THURMOND","THURMOND"
"26440",100,"1987-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",18,18,30710,84.0793976728268,"Greatest","THURMOND","THURMOND"
"26441",101,"1989-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",19,19,31441,86.0807665982204,"Greatest","THURMOND","THURMOND"
"26442",102,"1991-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",20,20,32171,88.0793976728268,"Greatest","THURMOND","THURMOND"
"26443",103,"1993-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",21,21,32902,90.0807665982204,"Greatest","THURMOND","THURMOND"
"26444",104,"1995-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",22,22,33632,92.0793976728268,"Greatest","THURMOND","THURMOND"
"26445",105,"1997-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",23,23,34363,94.0807665982204,"Greatest","THURMOND","THURMOND"
"26446",106,"1999-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",24,24,35093,96.0793976728268,"Greatest","THURMOND","THURMOND"
"26447",107,"2001-01-03","Senate","SC",200,"THURMOND, James Strom","T000254","1902-12-05",25,25,35824,98.0807665982204,"Greatest","THURMOND","THURMOND"
"26455",80,"1947-01-03","Senate","MN",200,"THYE, Edward John","T000259","1896-04-26",1,1,18513,50.6858316221766,"Lost","THYE",""
"26456",81,"1949-01-03","Senate","MN",200,"THYE, Edward John","T000259","1896-04-26",2,2,19244,52.6872005475702,"Lost","THYE",""
"26457",82,"1951-01-03","Senate","MN",200,"THYE, Edward John","T000259","1896-04-26",3,3,19974,54.6858316221766,"Lost","THYE",""
"26458",83,"1953-01-03","Senate","MN",200,"THYE, Edward John","T000259","1896-04-26",4,4,20705,56.6872005475702,"Lost","THYE",""
"26459",84,"1955-01-03","Senate","MN",200,"THYE, Edward John","T000259","1896-04-26",5,5,21435,58.6858316221766,"Lost","THYE",""
"26460",85,"1957-01-03","Senate","MN",200,"THYE, Edward John","T000259","1896-04-26",6,6,22166,60.6872005475702,"Lost","THYE",""
"26493",117,"2021-01-03","Senate","AL",200,"TUBERVILLE, Thomas Hawley (Tommy)","T000278","1954-09-18",1,1,24214,66.2943189596167,"Boomers","TUBERVILLE",""
"26494",118,"2023-01-03","Senate","AL",200,"TUBERVILLE, Thomas Hawley (Tommy)","T000278","1954-09-18",2,2,24944,68.2929500342231,"Boomers","TUBERVILLE",""
"26528",76,"1939-01-03","Senate","NH",200,"TOBEY, Charles William","T000289","1880-07-22",4,1,21348,58.4476386036961,"Missionary","TOBEY",""
"26529",77,"1941-01-03","Senate","NH",200,"TOBEY, Charles William","T000289","1880-07-22",5,2,22079,60.4490075290897,"Missionary","TOBEY",""
"26530",78,"1943-01-03","Senate","NH",200,"TOBEY, Charles William","T000289","1880-07-22",6,3,22809,62.4476386036961,"Missionary","TOBEY",""
"26531",79,"1945-01-03","Senate","NH",200,"TOBEY, Charles William","T000289","1880-07-22",7,4,23540,64.4490075290897,"Missionary","TOBEY",""
"26532",80,"1947-01-03","Senate","NH",200,"TOBEY, Charles William","T000289","1880-07-22",8,5,24270,66.4476386036961,"Missionary","TOBEY",""
"26533",81,"1949-01-03","Senate","NH",200,"TOBEY, Charles William","T000289","1880-07-22",9,6,25001,68.4490075290897,"Missionary","TOBEY",""
"26534",82,"1951-01-03","Senate","NH",200,"TOBEY, Charles William","T000289","1880-07-22",10,7,25731,70.4476386036961,"Missionary","TOBEY",""
"26535",83,"1953-01-03","Senate","NH",200,"TOBEY, Charles William","T000289","1880-07-22",11,8,26462,72.4490075290897,"Missionary","TOBEY",""
"26578",105,"1997-01-03","Senate","NJ",100,"TORRICELLI, Robert Guy","T000317","1951-08-27",8,1,16566,45.3552361396304,"Boomers","TORRICELLI",""
"26579",106,"1999-01-03","Senate","NJ",100,"TORRICELLI, Robert Guy","T000317","1951-08-27",9,2,17296,47.3538672142368,"Boomers","TORRICELLI",""
"26580",107,"2001-01-03","Senate","NJ",100,"TORRICELLI, Robert Guy","T000317","1951-08-27",10,3,18027,49.3552361396304,"Boomers","TORRICELLI",""
"26587",87,"1961-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",1,1,12880,35.2635181382615,"Greatest","TOWER",""
"26588",88,"1963-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",2,2,13610,37.2621492128679,"Greatest","TOWER",""
"26589",89,"1965-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",3,3,14341,39.2635181382615,"Greatest","TOWER",""
"26590",90,"1967-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",4,4,15071,41.2621492128679,"Greatest","TOWER",""
"26591",91,"1969-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",5,5,15802,43.2635181382615,"Greatest","TOWER",""
"26592",92,"1971-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",6,6,16532,45.2621492128679,"Greatest","TOWER",""
"26593",93,"1973-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",7,7,17263,47.2635181382615,"Greatest","TOWER",""
"26594",94,"1975-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",8,8,17993,49.2621492128679,"Greatest","TOWER",""
"26595",95,"1977-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",9,9,18724,51.2635181382615,"Greatest","TOWER",""
"26596",96,"1979-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",10,10,19454,53.2621492128679,"Greatest","TOWER",""
"26597",97,"1981-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",11,11,20185,55.2635181382615,"Greatest","TOWER",""
"26598",98,"1983-01-03","Senate","TX",200,"TOWER, John Goodwin","T000322","1925-09-29",12,12,20915,57.2621492128679,"Greatest","TOWER",""
"26618",66,"1919-03-04","Senate","MI",200,"TOWNSEND, Charles Elroy","T000330","1856-08-15",9,5,22845,62.5462012320329,"Progressive","TOWNSEND",""
"26619",67,"1921-03-04","Senate","MI",200,"TOWNSEND, Charles Elroy","T000330","1856-08-15",10,6,23576,64.5475701574264,"Progressive","TOWNSEND",""
"26620",71,"1929-03-04","Senate","DE",200,"TOWNSEND, John Gillis, Jr.","T000335","1871-05-31",1,1,21096,57.7577002053388,"Missionary","TOWNSEND",""
"26621",72,"1931-03-04","Senate","DE",200,"TOWNSEND, John Gillis, Jr.","T000335","1871-05-31",2,2,21826,59.7563312799452,"Missionary","TOWNSEND",""
"26622",73,"1933-03-04","Senate","DE",200,"TOWNSEND, John Gillis, Jr.","T000335","1871-05-31",3,3,22557,61.7577002053388,"Missionary","TOWNSEND",""
"26623",74,"1935-01-03","Senate","DE",200,"TOWNSEND, John Gillis, Jr.","T000335","1871-05-31",4,4,23227,63.5920602327173,"Missionary","TOWNSEND",""
"26624",75,"1937-01-03","Senate","DE",200,"TOWNSEND, John Gillis, Jr.","T000335","1871-05-31",5,5,23958,65.5934291581109,"Missionary","TOWNSEND",""
"26625",76,"1939-01-03","Senate","DE",200,"TOWNSEND, John Gillis, Jr.","T000335","1871-05-31",6,6,24688,67.5920602327173,"Missionary","TOWNSEND",""
"26636",66,"1919-03-04","Senate","FL",100,"TRAMMELL, Park","T000353","1876-04-09",2,2,15668,42.8966461327858,"Missionary","TRAMMELL",""
"26637",67,"1921-03-04","Senate","FL",100,"TRAMMELL, Park","T000353","1876-04-09",3,3,16399,44.8980150581793,"Missionary","TRAMMELL",""
"26638",68,"1923-03-04","Senate","FL",100,"TRAMMELL, Park","T000353","1876-04-09",4,4,17129,46.8966461327858,"Missionary","TRAMMELL",""
"26639",69,"1925-03-04","Senate","FL",100,"TRAMMELL, Park","T000353","1876-04-09",5,5,17860,48.8980150581793,"Missionary","TRAMMELL",""
"26640",70,"1927-03-04","Senate","FL",100,"TRAMMELL, Park","T000353","1876-04-09",6,6,18590,50.8966461327858,"Missionary","TRAMMELL",""
"26641",71,"1929-03-04","Senate","FL",100,"TRAMMELL, Park","T000353","1876-04-09",7,7,19321,52.8980150581793,"Missionary","TRAMMELL",""
"26642",72,"1931-03-04","Senate","FL",100,"TRAMMELL, Park","T000353","1876-04-09",8,8,20051,54.8966461327858,"Missionary","TRAMMELL",""
"26643",73,"1933-03-04","Senate","FL",100,"TRAMMELL, Park","T000353","1876-04-09",9,9,20782,56.8980150581793,"Missionary","TRAMMELL",""
"26644",74,"1935-01-03","Senate","FL",100,"TRAMMELL, Park","T000353","1876-04-09",10,10,21452,58.7323750855578,"Missionary","TRAMMELL",""
